Item,Price,Weight
10717,106,5
10718,545,49
10719,164,74
10720,840,27
10721,654,75
10722,78,82
10723,315,36
10724,125,12
10725,941,42
10726,235,43
10727,447,46
10728,792,48
10729,92,51
10730,857,9
10731,428,56
10732,859,80
10733,151,15
10734,400,11
10735,567,14
10736,902,78
10737,335,95
10738,886,48
10739,798,51
10740,808,74
10741,466,88
10742,770,87
10743,87,62
10744,1,73
10745,35,33
10746,668,2
10747,175,31
10748,537,60
10749,614,92
10750,260,17
10751,220,34
10752,118,81
10753,931,51
10754,379,19
10755,814,62
10756,12,6
10757,783,80
10758,500,93
10759,269,34
10760,598,52
10761,625,28
10762,762,71
10763,346,85
10764,786,55
10765,885,19
10766,971,46
10767,444,98
10768,738,36
10769,786,81
10770,992,41
10771,233,31
10772,825,87
10773,566,20
10774,355,18
10775,650,18
10776,966,31
10777,509,27
10778,406,25
10779,168,5
10780,278,37
10781,776,100
10782,146,57
10783,513,12
10784,696,10
10785,261,89
10786,366,40
10787,926,8
10788,673,11
10789,374,19
10790,878,99
10791,293,71
10792,957,87
10793,93,66
10794,496,37
10795,528,4
10796,740,39
10797,968,20
10798,927,71
10799,581,9
10800,279,37
10801,823,84
10802,146,89
10803,376,90
10804,356,88
10805,587,63
10806,696,15
10807,662,7
10808,333,45
10809,247,22
10810,915,35
10811,707,6
10812,687,73
10813,585,58
10814,256,73
10815,780,69
10816,306,81
10817,614,90
10818,165,83
10819,698,86
10820,471,34
10821,859,24
10822,83,60
10823,534,12
10824,846,60
10825,686,43
10826,646,47
10827,776,46
10828,336,98
10829,244,88
10830,291,84
10831,833,51
10832,665,55
10833,687,36
10834,89,6
10835,985,81
10836,429,45
10837,481,50
10838,780,31
10839,576,37
10840,351,16
10841,597,19
10842,33,58
10843,874,36
10844,261,49
10845,669,75
10846,121,73
10847,719,45
10848,121,31
10849,409,60
10850,379,78
10851,339,83
10852,324,88
10853,12,27
10854,42,56
10855,688,68
10856,898,63
10857,538,9
10858,740,20
10859,742,42
10860,3,37
10861,916,98
10862,642,88
10863,822,62
10864,255,1
10865,913,84
10866,566,42
10867,308,66
10868,801,53
10869,673,1
10870,997,69
10871,851,49
10872,671,87
10873,961,34
10874,142,70
10875,867,53
10876,793,19
10877,625,34
10878,613,51
10879,355,50
10880,240,72
10881,539,27
10882,750,74
10883,688,47
10884,954,27
10885,627,62
10886,170,94
10887,389,23
10888,286,18
10889,509,49
10890,945,30
10891,980,85
10892,964,39
10893,609,18
10894,400,14
10895,679,87
10896,972,35
10897,577,22
10898,30,99
10899,3,13
10900,364,55
10901,817,52
10902,4,3
10903,927,26
10904,159,46
10905,256,38
10906,716,48
10907,159,28
10908,782,1
10909,945,90
10910,157,59
10911,192,100
10912,590,10
10913,421,21
10914,239,45
10915,66,12
10916,89,34
10917,98,32
10918,310,56
10919,87,97
10920,410,19
10921,318,52
10922,95,74
10923,924,89
10924,291,44
10925,493,80
10926,59,31
10927,104,20
10928,304,39
10929,688,27
10930,998,77
10931,196,66
10932,487,48
10933,760,8
10934,161,96
10935,602,83
10936,292,30
10937,760,20
10938,410,75
10939,167,18
10940,599,60
10941,125,27
10942,122,43
10943,621,76
10944,712,46
10945,687,94
10946,993,50
10947,765,85
10948,36,70
10949,942,63
10950,284,91
10951,953,11
10952,228,47
10953,299,93
10954,814,13
10955,944,58
10956,574,43
10957,459,11
10958,525,20
10959,253,79
10960,668,47
10961,459,30
10962,848,75
10963,15,95
10964,352,33
10965,36,90
10966,706,69
10967,882,83
10968,727,97
10969,435,5
10970,425,65
10971,94,14
10972,606,38
10973,578,1
10974,788,19
10975,611,89
10976,271,87
10977,110,63
10978,309,32
10979,362,17
10980,860,50
10981,861,33
10982,816,60
10983,377,16
10984,526,29
10985,557,79
10986,807,44
10987,109,58
10988,592,17
10989,500,28
10990,11,41
10991,121,39
10992,122,41
10993,285,38
10994,325,72
10995,829,35
10996,937,80
10997,82,95
10998,662,65
10999,130,57
11000,449,60
11001,583,76
11002,831,42
11003,536,34
11004,337,46
11005,974,22
11006,537,27
11007,230,11
11008,13,2
11009,673,48
11010,528,84
11011,489,30
11012,190,66
11013,566,54
11014,200,44
11015,456,12
11016,969,51
11017,579,63
11018,289,14
11019,203,56
11020,19,38
11021,178,12
11022,448,93
11023,312,73
11024,403,46
11025,828,88
11026,109,76
11027,673,31
11028,837,22
11029,418,58
11030,488,79
11031,80,44
11032,656,47
11033,923,14
11034,793,4
11035,859,82
11036,650,12
11037,617,94
11038,226,79
11039,636,14
11040,293,41
11041,622,68
11042,88,78
11043,70,34
11044,730,13
11045,770,58
11046,864,73
11047,854,27
11048,10,99
11049,248,69
11050,998,98
11051,893,12
11052,188,41
11053,286,20
11054,999,39
11055,882,46
11056,319,82
11057,742,90
11058,718,54
11059,858,67
11060,957,89
11061,502,8
11062,708,43
11063,468,19
11064,326,5
11065,639,56
11066,433,65
11067,873,66
11068,407,68
11069,184,57
11070,771,17
11071,177,17
11072,622,78
11073,150,81
11074,564,82
11075,953,74
11076,581,30
11077,230,76
11078,62,60
11079,683,79
11080,971,49
11081,955,12
11082,844,15
11083,170,99
11084,40,45
11085,259,52
11086,920,12
11087,262,79
11088,984,22
11089,656,82
11090,490,43
11091,132,31
11092,225,84
11093,438,85
11094,406,31
11095,308,3
11096,315,7
11097,831,94
11098,570,95
11099,246,59
11100,341,16
11101,380,47
11102,200,75
11103,219,51
11104,690,19
11105,687,15
11106,539,34
11107,182,18
11108,256,76
11109,204,57
11110,431,75
11111,691,63
11112,666,41
11113,952,2
11114,923,4
11115,287,3
11116,230,66
11117,248,93
11118,540,80
11119,585,81
11120,703,3
11121,667,77
11122,691,81
11123,110,2
11124,86,79
11125,787,81
11126,426,63
11127,805,16
11128,860,95
11129,794,13
11130,94,22
11131,401,85
11132,224,25
11133,675,29
11134,256,23
11135,793,5
11136,652,41
11137,494,57
11138,976,6
11139,58,5
11140,293,95
11141,295,71
11142,318,80
11143,347,100
11144,348,85
11145,435,78
11146,856,13
11147,229,10
11148,170,92
11149,348,37
11150,306,26
11151,857,72
11152,667,61
11153,243,1
11154,553,81
11155,351,30
11156,952,43
11157,720,61
11158,13,45
11159,252,56
11160,364,4
11161,460,65
11162,79,50
11163,802,78
11164,848,61
11165,678,91
11166,565,51
11167,62,84
11168,629,67
11169,502,42
11170,654,53
11171,853,4
11172,123,74
11173,627,44
11174,238,44
11175,161,99
11176,94,8
11177,423,74
11178,724,32
11179,597,3
11180,248,97
11181,351,41
11182,598,37
11183,417,68
11184,522,37
11185,593,45
11186,911,56
11187,66,58
11188,573,60
11189,378,77
11190,542,13
11191,50,39
11192,255,28
11193,516,53
11194,994,81
11195,586,37
11196,78,66
11197,505,86
11198,419,27
11199,756,51
11200,33,35
11201,327,59
11202,133,96
11203,353,53
11204,867,91
11205,807,44
11206,935,89
11207,87,8
11208,101,89
11209,577,62
11210,990,89
11211,106,30
11212,668,4
11213,652,73
11214,379,10
11215,632,77
11216,726,76
11217,278,48
11218,849,56
11219,30,6
11220,101,82
11221,582,72
11222,700,51
11223,220,34
11224,939,44
11225,678,94
11226,868,29
11227,384,1
11228,154,82
11229,486,97
11230,45,62
11231,234,15
11232,278,51
11233,195,91
11234,334,15
11235,383,82
11236,962,96
11237,126,57
11238,615,54
11239,377,15
11240,908,91
11241,920,33
11242,596,75
11243,412,53
11244,206,45
11245,546,62
11246,76,61
11247,684,30
11248,103,97
11249,677,16
11250,875,26
11251,563,66
11252,515,50
11253,807,7
11254,462,94
11255,91,27
11256,204,75
11257,93,16
11258,345,57
11259,137,78
11260,219,63
11261,449,10
11262,845,17
11263,466,78
11264,45,80
11265,137,33
11266,574,33
11267,240,7
11268,874,84
11269,959,63
11270,543,48
11271,439,20
11272,26,4
11273,885,85
11274,905,65
11275,78,58
11276,79,91
11277,179,91
11278,789,98
11279,842,34
11280,20,17
11281,3,22
11282,335,53
11283,271,2
11284,696,1
11285,148,71
11286,854,8
11287,374,64
11288,467,36
11289,935,54
11290,23,41
11291,547,60
11292,431,60
11293,856,30
11294,726,95
11295,601,100
11296,678,89
11297,368,23
11298,140,79
11299,331,34
11300,885,12
11301,236,73
11302,745,9
11303,37,88
11304,303,99
11305,792,55
11306,258,62
11307,489,98
11308,734,72
11309,764,20
11310,778,10
11311,221,70
11312,866,9
11313,386,65
11314,148,48
11315,473,46
11316,82,83
11317,245,36
11318,14,27
11319,878,11
11320,234,22
11321,241,61
11322,215,56
11323,292,23
11324,126,21
11325,581,3
11326,874,33
11327,617,79
11328,510,90
11329,150,15
11330,247,39
11331,932,57
11332,465,99
11333,332,98
11334,117,93
11335,836,77
11336,772,68
11337,374,70
11338,380,30
11339,702,46
11340,492,19
11341,135,34
11342,731,74
11343,933,66
11344,131,98
11345,742,96
11346,573,2
11347,371,91
11348,563,64
11349,770,28
11350,892,38
11351,897,19
11352,409,46
11353,914,33
11354,891,13
11355,264,9
11356,1000,59
11357,938,78
11358,446,82
11359,735,34
11360,399,22
11361,101,13
11362,987,39
11363,743,85
11364,1,60
11365,223,4
11366,317,93
11367,184,82
11368,50,1
11369,961,44
11370,176,17
11371,777,96
11372,985,80
11373,871,22
11374,703,42
11375,34,63
11376,978,57
11377,994,32
11378,730,98
11379,428,60
11380,198,56
11381,456,82
11382,866,98
11383,849,23
11384,723,13
11385,290,69
11386,39,50
11387,285,46
11388,697,63
11389,7,2
11390,886,78
11391,705,32
11392,878,49
11393,151,60
11394,556,29
11395,167,38
11396,476,51
11397,51,11
11398,649,80
11399,391,15
11400,340,3
11401,695,65
11402,85,94
11403,94,27
11404,1000,38
11405,942,82
11406,775,65
11407,660,37
11408,881,96
11409,911,48
11410,159,37
11411,87,10
11412,185,48
11413,183,89
11414,823,31
11415,665,73
11416,501,44
11417,802,96
11418,144,99
11419,231,100
11420,366,56
11421,872,12
11422,342,15
11423,990,93
11424,570,6
11425,29,67
11426,725,56
11427,654,99
11428,54,86
11429,308,58
11430,882,64
11431,808,17
11432,727,41
11433,502,42
11434,134,3
11435,907,33
11436,475,45
11437,912,17
11438,336,79
11439,983,54
11440,436,54
11441,946,88
11442,385,39
11443,204,36
11444,949,23
11445,991,46
11446,721,1
11447,17,67
11448,190,68
11449,774,21
11450,385,51
11451,369,50
11452,371,64
11453,710,45
11454,695,100
11455,54,51
11456,801,70
11457,815,73
11458,434,33
11459,443,78
11460,15,57
11461,110,44
11462,525,16
11463,212,48
11464,730,68
11465,243,96
11466,678,92
11467,883,4
11468,579,40
11469,89,73
11470,631,62
11471,581,34
11472,723,17
11473,93,72
11474,958,87
11475,793,59
11476,732,44
11477,154,54
11478,140,95
11479,39,94
11480,281,83
11481,669,62
11482,592,100
11483,253,63
11484,685,94
11485,986,78
11486,192,100
11487,854,85
11488,62,95
11489,462,43
11490,593,59
11491,67,49
11492,897,65
11493,275,56
11494,929,75
11495,272,82
11496,237,45
11497,989,40
11498,121,96
11499,567,45
11500,818,47
11501,544,86
11502,151,64
11503,417,71
11504,325,64
11505,313,98
11506,812,75
11507,60,43
11508,463,96
11509,702,46
11510,171,67
11511,764,66
11512,732,84
11513,82,32
11514,690,73
11515,115,65
11516,251,52
11517,283,38
11518,516,68
11519,337,27
11520,735,32
11521,976,16
11522,469,77
11523,55,27
11524,257,36
11525,589,26
11526,773,77
11527,27,52
11528,90,96
11529,376,50
11530,719,88
11531,682,38
11532,801,74
11533,100,23
11534,98,36
11535,571,77
11536,441,9
11537,127,69
11538,824,18
11539,475,26
11540,684,65
11541,288,45
11542,721,92
11543,715,58
11544,169,4
11545,520,90
11546,592,68
11547,64,31
11548,499,81
11549,396,100
11550,838,60
11551,862,73
11552,203,54
11553,391,95
11554,731,83
11555,698,11
11556,224,4
11557,261,75
11558,37,87
11559,293,75
11560,789,59
11561,739,83
11562,190,48
11563,341,81
11564,781,16
11565,376,75
11566,824,48
11567,633,3
11568,581,18
11569,271,32
11570,277,24
11571,913,59
11572,544,19
11573,554,15
11574,205,38
11575,113,27
11576,494,8
11577,295,25
11578,954,47
11579,723,60
11580,878,73
11581,892,15
11582,330,9
11583,742,82
11584,333,2
11585,416,60
11586,560,52
11587,421,79
11588,198,39
11589,333,80
11590,999,53
11591,523,27
11592,789,41
11593,608,27
11594,415,10
11595,107,37
11596,878,91
11597,353,39
11598,684,99
11599,562,36
11600,183,33
11601,472,51
11602,546,45
11603,669,8
11604,863,7
11605,164,86
11606,445,51
11607,817,12
11608,713,41
11609,437,68
11610,208,34
11611,315,24
11612,171,37
11613,980,71
11614,323,60
11615,78,88
11616,499,88
11617,215,5
11618,207,91
11619,431,74
11620,224,29
11621,296,6
11622,995,100
11623,402,62
11624,950,99
11625,835,81
11626,822,90
11627,709,74
11628,555,42
11629,984,56
11630,615,25
11631,50,7
11632,233,53
11633,400,98
11634,275,33
11635,916,94
11636,348,61
11637,67,6
11638,443,84
11639,282,30
11640,926,32
11641,996,91
11642,670,97
11643,920,86
11644,5,30
11645,943,33
11646,944,64
11647,820,39
11648,937,73
11649,108,69
11650,109,66
11651,358,24
11652,413,69
11653,365,32
11654,433,70
11655,513,63
11656,809,20
11657,132,5
11658,839,26
11659,690,5
11660,942,83
11661,583,56
11662,788,45
11663,373,61
11664,686,38
11665,252,14
11666,879,35
11667,218,32
11668,968,71
11669,335,36
11670,38,63
11671,382,94
11672,196,92
11673,812,47
11674,627,53
11675,936,95
11676,366,59
11677,645,85
11678,645,8
11679,766,94
11680,438,77
11681,747,26
11682,928,68
11683,478,63
11684,763,1
11685,550,99
11686,567,78
11687,101,29
11688,333,93
11689,184,55
11690,106,100
11691,60,91
11692,29,45
11693,302,63
11694,774,66
11695,296,21
11696,995,3
11697,31,54
11698,523,65
11699,147,93
11700,876,88
11701,708,99
11702,342,27
11703,243,78
11704,278,52
11705,905,52
11706,348,96
11707,859,36
11708,316,30
11709,156,4
11710,325,60
11711,301,89
11712,365,1
11713,597,35
11714,197,24
11715,425,9
11716,601,71
11717,179,36
11718,883,27
11719,847,68
11720,422,20
11721,444,52
11722,687,56
11723,566,49
11724,824,19
11725,700,40
11726,899,18
11727,226,78
11728,165,79
11729,541,75
11730,169,10
11731,889,12
11732,374,36
11733,170,3
11734,649,65
11735,189,9
11736,795,56
11737,975,81
11738,98,61
11739,36,93
11740,299,59
11741,813,21
11742,153,41
11743,318,87
11744,491,93
11745,399,16
11746,236,97
11747,120,20
11748,613,11
11749,294,27
11750,499,9
11751,34,43
11752,981,53
11753,837,1
11754,207,7
11755,235,36
11756,144,80
11757,556,13
11758,513,1
11759,672,65
11760,702,49
11761,882,87
11762,584,50
11763,265,59
11764,236,77
11765,649,83
11766,840,27
11767,397,36
11768,108,49
11769,977,87
11770,320,22
11771,461,26
11772,284,79
11773,299,60
11774,384,65
11775,853,100
11776,499,32
11777,805,30
11778,747,25
11779,14,99
11780,911,42
11781,635,27
11782,80,83
11783,964,32
11784,136,62
11785,169,51
11786,305,53
11787,619,38
11788,963,38
11789,452,19
11790,73,18
11791,896,87
11792,896,20
11793,494,88
11794,480,89
11795,497,62
11796,168,99
11797,700,73
11798,639,53
11799,424,38
11800,482,13
11801,676,88
11802,282,10
11803,70,88
11804,894,82
11805,920,47
11806,698,73
11807,943,58
11808,191,82
11809,138,44
11810,222,35
11811,380,9
11812,189,3
11813,463,58
11814,17,83
11815,178,73
11816,828,80
11817,666,41
11818,300,26
11819,719,97
11820,541,33
11821,956,31
11822,442,53
11823,563,73
11824,153,74
11825,93,64
11826,756,17
11827,511,16
11828,853,12
11829,320,64
11830,850,96
11831,348,9
11832,278,22
11833,406,42
11834,840,15
11835,358,100
11836,408,43
11837,508,3
11838,236,19
11839,353,91
11840,613,86
11841,988,17
11842,152,80
11843,557,2
11844,989,14
11845,6,11
11846,656,34
11847,35,96
11848,912,99
11849,630,65
11850,781,91
11851,349,48
11852,458,71
11853,774,78
11854,598,97
11855,299,87
11856,627,77
11857,563,8
11858,659,53
11859,59,78
11860,146,21
11861,234,50
11862,651,37
11863,759,71
11864,890,33
11865,849,86
11866,768,69
11867,94,64
11868,579,10
11869,86,49
11870,267,74
11871,360,61
11872,879,56
11873,678,67
11874,601,12
11875,820,61
11876,705,44
11877,941,58
11878,801,42
11879,897,31
11880,716,13
11881,740,37
11882,634,52
11883,517,52
11884,485,28
11885,313,40
11886,997,77
11887,559,45
11888,143,15
11889,578,23
11890,388,95
11891,146,13
11892,494,76
11893,186,56
11894,589,32
11895,268,78
11896,790,50
11897,724,53
11898,271,64
11899,275,16
11900,420,98
11901,385,4
11902,430,84
11903,371,43
11904,501,48
11905,805,84
11906,634,27
11907,202,43
11908,485,9
11909,466,65
11910,900,76
11911,99,95
11912,935,68
11913,296,91
11914,927,58
11915,299,11
11916,743,34
11917,362,6
11918,751,53
11919,527,93
11920,640,15
11921,200,74
11922,101,62
11923,873,86
11924,770,100
11925,886,62
11926,584,5
11927,30,74
11928,537,98
11929,694,21
11930,913,82
11931,42,67
11932,748,75
11933,579,31
11934,905,99
11935,830,40
11936,751,45
11937,127,68
11938,936,24
11939,386,90
11940,997,55
11941,863,81
11942,440,25
11943,862,20
11944,473,52
11945,635,9
11946,403,69
11947,243,74
11948,432,69
11949,326,62
11950,136,87
11951,876,86
11952,738,47
11953,102,55
11954,941,60
11955,389,83
11956,121,66
11957,568,98
11958,982,6
11959,360,64
11960,785,62
11961,383,53
11962,28,4
11963,111,8
11964,855,81
11965,583,71
11966,865,53
11967,21,45
11968,684,51
11969,248,18
11970,642,91
11971,26,38
11972,677,19
11973,801,68
11974,679,54
11975,93,50
11976,105,91
11977,986,94
11978,541,4
11979,865,71
11980,51,41
11981,437,8
11982,803,74
11983,130,87
11984,515,70
11985,671,43
11986,685,68
11987,60,98
11988,968,71
11989,260,34
11990,606,9
11991,705,71
11992,551,32
11993,393,68
11994,807,73
11995,751,51
11996,137,70
11997,865,72
11998,810,38
11999,465,20
12000,290,84
12001,867,2
12002,858,26
12003,99,97
12004,779,88
12005,997,12
12006,718,7
12007,633,28
12008,946,52
12009,300,5
12010,501,26
12011,703,64
12012,516,33
12013,226,42
12014,784,11
12015,634,1
12016,116,100
12017,899,44
12018,365,82
12019,46,98
12020,790,75
12021,610,75
12022,183,66
12023,616,62
12024,398,9
12025,554,5
12026,633,57
12027,665,3
12028,843,60
12029,224,53
12030,514,7
12031,997,80
12032,976,53
12033,54,27
12034,214,89
12035,260,29
12036,889,8
12037,970,68
12038,875,91
12039,125,54
12040,755,80
12041,945,77
12042,395,24
12043,203,98
12044,478,1
12045,181,42
12046,399,22
12047,998,99
12048,119,83
12049,256,21
12050,857,93
12051,140,11
12052,895,84
12053,151,83
12054,790,96
12055,750,30
12056,724,29
12057,15,45
12058,20,16
12059,229,89
12060,512,34
12061,566,17
12062,942,100
12063,66,81
12064,575,100
12065,636,48
12066,146,56
12067,336,23
12068,130,100
12069,468,77
12070,453,44
12071,448,45
12072,912,75
12073,602,11
12074,13,75
12075,891,74
12076,94,71
12077,25,99
12078,897,98
12079,290,33
12080,514,4
12081,566,65
12082,130,10
12083,399,44
12084,189,71
12085,898,28
12086,15,59
12087,34,98
12088,674,17
12089,82,22
12090,188,62
12091,799,40
12092,163,1
12093,784,6
12094,219,73
12095,14,96
12096,434,59
12097,464,78
12098,679,100
12099,510,4
12100,533,93
12101,934,36
12102,460,38
12103,534,86
12104,943,77
12105,751,33
12106,159,100
12107,809,40
12108,76,9
12109,709,25
12110,261,20
12111,947,90
12112,549,72
12113,829,44
12114,260,90
12115,435,57
12116,305,73
12117,136,4
12118,749,96
12119,429,4
12120,393,17
12121,218,26
12122,388,43
12123,641,33
12124,290,29
12125,500,15
12126,415,10
12127,875,31
12128,822,5
12129,359,12
12130,322,58
12131,382,32
12132,193,50
12133,513,24
12134,290,32
12135,130,78
12136,517,74
12137,652,9
12138,621,80
12139,45,72
12140,303,17
12141,484,28
12142,848,95
12143,589,89
12144,545,71
12145,864,66
12146,427,18
12147,568,86
12148,843,78
12149,904,71
12150,94,40
12151,232,12
12152,79,79
12153,779,21
12154,586,28
12155,517,77
12156,7,11
12157,948,50
12158,306,8
12159,660,42
12160,499,38
12161,311,6
12162,600,7
12163,463,98
12164,755,59
12165,773,33
12166,604,52
12167,222,80
12168,999,16
12169,794,87
12170,589,41
12171,771,35
12172,253,60
12173,107,39
12174,842,4
12175,305,88
12176,536,37
12177,993,81
12178,325,52
12179,148,37
12180,649,10
12181,106,64
12182,901,52
12183,618,92
12184,386,26
12185,80,88
12186,396,73
12187,198,30
12188,5,38
12189,535,75
12190,228,3
12191,891,7
12192,635,27
12193,764,52
12194,500,53
12195,935,20
12196,357,73
12197,621,36
12198,551,98
12199,598,31
12200,211,68
12201,101,52
12202,92,59
12203,176,82
12204,64,99
12205,607,85
12206,46,27
12207,195,94
12208,292,31
12209,330,84
12210,795,71
12211,782,86
12212,581,52
12213,809,97
12214,257,38
12215,119,79
12216,55,59
12217,553,82
12218,571,12
12219,431,51
12220,909,28
12221,344,36
12222,280,88
12223,581,94
12224,317,35
12225,155,95
12226,982,3
12227,136,20
12228,447,66
12229,169,29
12230,502,86
12231,294,29
12232,205,77
12233,148,4
12234,728,70
12235,297,58
12236,813,70
12237,542,97
12238,294,55
12239,767,81
12240,861,91
12241,250,46
12242,22,81
12243,496,93
12244,941,73
12245,45,65
12246,792,10
12247,284,23
12248,707,49
12249,276,31
12250,189,67
12251,414,4
12252,231,67
12253,270,14
12254,893,23
12255,166,35
12256,749,68
12257,450,15
12258,144,18
12259,766,17
12260,300,81
12261,740,94
12262,762,32
12263,49,23
12264,458,24
12265,819,62
12266,543,61
12267,192,42
12268,995,25
12269,536,88
12270,109,36
12271,749,92
12272,361,59
12273,431,93
12274,589,87
12275,207,21
12276,77,50
12277,352,9
12278,649,30
12279,960,20
12280,810,42
12281,667,85
12282,131,26
12283,107,39
12284,316,47
12285,52,78
12286,534,19
12287,241,49
12288,768,81
12289,328,3
12290,504,8
12291,337,47
12292,557,18
12293,869,83
12294,896,25
12295,104,60
12296,679,7
12297,773,98
12298,897,82
12299,110,62
12300,557,35
12301,485,73
12302,862,19
12303,95,1
12304,418,41
12305,146,20
12306,574,38
12307,243,18
12308,324,9
12309,775,99
12310,487,71
12311,733,21
12312,716,54
12313,327,80
12314,783,2
12315,104,29
12316,480,17
12317,122,74
12318,851,77
12319,878,55
12320,68,27
12321,641,54
12322,515,61
12323,471,75
12324,715,94
12325,268,7
12326,470,47
12327,684,99
12328,622,27
12329,918,22
12330,996,58
12331,390,100
12332,553,37
12333,587,48
12334,59,100
12335,715,4
12336,639,72
12337,301,29
12338,699,68
12339,428,8
12340,213,7
12341,56,46
12342,43,23
12343,715,83
12344,813,37
12345,966,92
12346,564,82
12347,140,35
12348,599,94
12349,610,65
12350,959,61
12351,626,34
12352,640,63
12353,131,85
12354,423,51
12355,336,25
12356,517,34
12357,833,72
12358,964,69
12359,681,21
12360,840,32
12361,557,27
12362,459,62
12363,983,77
12364,860,8
12365,8,33
12366,663,41
12367,565,74
12368,329,7
12369,618,77
12370,629,44
12371,972,100
12372,682,63
12373,457,73
12374,746,3
12375,877,41
12376,966,17
12377,128,57
12378,951,19
12379,239,76
12380,662,22
12381,252,67
12382,509,73
12383,988,35
12384,565,28
12385,286,7
12386,244,49
12387,648,54
12388,140,20
12389,781,5
12390,963,41
12391,76,74
12392,395,76
12393,791,88
12394,256,72
12395,605,32
12396,865,25
12397,181,55
12398,814,61
12399,415,17
12400,987,16
12401,350,39
12402,758,5
12403,140,58
12404,150,41
12405,450,40
12406,506,99
12407,345,14
12408,386,7
12409,102,87
12410,119,33
12411,675,6
12412,604,47
12413,691,88
12414,118,42
12415,593,14
12416,858,50
12417,706,76
12418,842,35
12419,558,53
12420,627,29
12421,7,4
12422,681,22
12423,277,11
12424,910,71
12425,121,86
12426,873,7
12427,22,29
12428,524,70
12429,661,100
12430,825,56
12431,639,92
12432,591,58
12433,307,92
12434,211,67
12435,936,91
12436,473,53
12437,972,100
12438,184,29
12439,494,62
12440,414,60
12441,511,31
12442,177,41
12443,593,75
12444,124,12
12445,619,70
12446,249,26
12447,351,48
12448,266,37
12449,107,70
12450,32,47
12451,43,81
12452,759,64
12453,495,89
12454,625,99
12455,290,28
12456,625,28
12457,41,8
12458,975,15
12459,593,21
12460,688,64
12461,527,23
12462,363,2
12463,239,66
12464,140,19
12465,971,96
12466,963,60
12467,975,43
12468,356,74
12469,608,79
12470,481,22
12471,475,41
12472,69,48
12473,308,13
12474,332,56
12475,860,39
12476,237,30
12477,230,16
12478,83,35
12479,421,84
12480,240,3
12481,384,3
12482,164,8
12483,777,17
12484,627,99
12485,384,2
12486,629,9
12487,353,90
12488,343,63
12489,239,10
12490,278,6
12491,261,6
12492,522,90
12493,532,77
12494,309,8
12495,279,85
12496,835,29
12497,22,43
12498,904,55
12499,344,87
12500,963,94
12501,136,20
12502,463,22
12503,251,88
12504,835,88
12505,510,43
12506,766,43
12507,870,67
12508,215,99
12509,862,96
12510,431,64
12511,745,2
12512,208,57
12513,262,34
12514,906,1
12515,268,74
12516,427,55
12517,921,12
12518,404,51
12519,653,30
12520,545,26
12521,791,35
12522,26,3
12523,90,99
12524,821,78
12525,976,39
12526,72,46
12527,908,11
12528,9,34
12529,136,98
12530,822,18
12531,106,21
12532,99,19
12533,635,64
12534,276,98
12535,224,7
12536,655,31
12537,555,25
12538,69,71
12539,326,74
12540,149,8
12541,930,46
12542,645,71
12543,892,91
12544,84,67
12545,728,71
12546,45,52
12547,699,80
12548,504,86
12549,657,29
12550,422,71
12551,679,33
12552,322,91
12553,484,33
12554,264,78
12555,145,3
12556,159,5
12557,66,26
12558,508,48
12559,348,46
12560,556,87
12561,222,40
12562,845,51
12563,883,83
12564,877,36
12565,364,17
12566,883,51
12567,529,82
12568,622,81
12569,405,86
12570,169,95
12571,132,82
12572,469,30
12573,895,80
12574,886,3
12575,480,68
12576,841,77
12577,227,92
12578,186,73
12579,958,57
12580,341,51
12581,772,47
12582,912,54
12583,206,20
12584,487,67
12585,514,15
12586,767,8
12587,23,30
12588,41,82
12589,785,48
12590,186,35
12591,391,47
12592,763,24
12593,792,2
12594,50,86
12595,884,42
12596,849,78
12597,629,41
12598,874,11
12599,866,74
12600,925,7
12601,452,74
12602,497,50
12603,466,22
12604,60,86
12605,907,20
12606,921,26
12607,69,92
12608,253,68
12609,876,1
12610,676,42
12611,348,38
12612,391,88
12613,305,60
12614,458,70
12615,929,12
12616,722,37
12617,794,77
12618,783,84
12619,99,45
12620,599,91
12621,737,30
12622,821,11
12623,781,40
12624,938,32
12625,180,8
12626,500,2
12627,740,89
12628,321,70
12629,242,85
12630,813,72
12631,573,30
12632,296,32
12633,817,38
12634,98,85
12635,52,43
12636,720,63
12637,507,49
12638,372,96
12639,742,49
12640,532,89
12641,598,8
12642,780,3
12643,673,45
12644,173,42
12645,751,59
12646,427,94
12647,690,22
12648,717,93
12649,662,71
12650,912,48
12651,719,81
12652,731,47
12653,537,92
12654,935,96
12655,643,70
12656,584,93
12657,404,24
12658,294,77
12659,115,42
12660,205,36
12661,342,36
12662,653,40
12663,680,43
12664,784,74
12665,145,81
12666,260,50
12667,347,35
12668,893,95
12669,950,10
12670,219,30
12671,543,51
12672,203,65
12673,741,55
12674,210,42
12675,857,15
12676,443,60
12677,73,17
12678,866,41
12679,916,79
12680,679,71
12681,524,87
12682,15,56
12683,601,94
12684,568,35
12685,944,28
12686,743,7
12687,251,80
12688,55,90
12689,74,92
12690,154,42
12691,706,96
12692,588,26
12693,588,70
12694,967,98
12695,591,91
12696,182,11
12697,182,62
12698,955,51
12699,195,68
12700,176,85
12701,931,12
12702,527,46
12703,914,87
12704,884,68
12705,477,93
12706,110,16
12707,989,83
12708,961,67
12709,774,46
12710,109,42
12711,185,48
12712,518,29
12713,499,100
12714,430,68
